"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ROM206","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.223","0.624","0.181","0.507","0.68","0.258","0.137","0.027","0.021","0.053","0.013"
"PRK134","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","1.464","2.313","2.076","0.856","2.919","1.349","0.203","0.072","0.043","0.049",""
"ARE128","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.722","1.222","1.398","0.967","2.35","0.656","0.219","0.154","0.045","0.061","0.05"
"LCW121","1992.0","SP","03/03/1992 09:00:00","06/02/1992 08:00:00","2.739","4.777","0.398","0.813","1.199","1.317","","","","",""
"GRB411","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","0.198","0.605","0.187","0.584","0.762","0.22","","","","",""
"WNC429","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.428","0.595","0.243","0.422","0.659","0.225","0.282","0.017","0.026","0.034","0.016"
"QAK172","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","","","","","","","","","","",""
"CND125","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.316","0.995","0.186","0.521","0.699","0.297","0.089","0.156","0.036","0.104","0.052"
"SEK430","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.412","0.915","0.563","0.67","1.223","0.353","0.125","0.167","0.04","0.075","0.051"
"NPT006","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.095","0.139","0.144","0.156","0.298","0.073","0.017","0.035","0.005","0.016","0.023"
"WNC429","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.291","0.511","0.229","0.402","0.625","0.2","0.237","0.02","0.025","0.023","0.016"
"CDZ171","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","","","","","","","","","","",""
"CHA467","1991.0","SP","02/26/1991 09:00:00","06/04/1991 08:00:00","1.502","0.948","0.386","0.379","0.759","0.303","","","","",""
"PNF126","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","4.473","1.986","0.343","1.512","1.832","0.666","0.077","0.067","0.013","0.04",""
"PSU106","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","8.258","3.177","1.415","2.075","3.457","1.312","","","","",""
"MCK231","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","14.432","3.535","2.846","2.839","5.641","1.916","0.198","0.126","0.025","0.06",""
"GLR468","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.363","0.336","0.49","0.256","0.742","0.221","0.024","0.058","0.007","0.029","0.029"
"PSU106","1989.0","FA","08/29/1989 09:00:00","11/28/1989 08:00:00","12.448","5.259","1.167","2.269","3.4","2.001","","","","",""
"LYK123","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","2.082","3.474","0.569","1.924","2.462","1.241","0.425","0.024","0.089","0.088","0.03"
"LRL117","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","7.338","3.892","0.277","0.944","1.206","1.239","0.134","0.025","0.021","0.05","0.034"
"ROM206","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.105","0.365","0.198","0.356","0.549","0.151","0.094","0.026","0.015","0.018","0.013"
"MCK131","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","8.271","2.669","1.619","1.84","3.43","1.212","0.2","0.082","0.027","0.05","0.038"
"JOT403","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.659","1.206","0.945","2.291","3.2","0.451","0.366","0.195","0.059","0.057",""
"WST109","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.23","0.565","0.078","0.221","0.296","0.219","0.046","0.024","0.012","0.062","0.033"
"HOX148","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","1.362","3.091","0.261","1.047","1.292","1.008","0.212","0.018","0.054","0.057","0.033"
"YEL408","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.628","0.388","0.173","0.178","0.348","0.171","0.109","0.027","0.014","0.03","0.013"
"BVL130","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","6.194","3.923","3.986","2.378","6.326","2.116","","","","",""
"OXF122","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","10.76","3.987","2.155","2.967","5.074","1.764","","","","",""
"OXF122","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","6.11","3.406","1.374","2.092","3.432","1.424","0.292","0.072","0.06","0.063","0.042"
"LYK123","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","7.575","8.885","0.866","3.568","4.377","2.818","","","","",""
"CHA467","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.301","0.989","0.371","0.814","1.173","0.336","0.229","0.123","0.031","0.056","0.023"
"GLR468","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","0.378","0.758","0.169","0.303","0.466","0.264","0.122","0.03","0.028","0.036","0.016"
"SHN418","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.322","0.694","0.379","0.398","0.771","0.307","0.087","0.039","0.016","0.029","0.034"
"OXF122","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","11.101","4.348","3.123","2.507","5.59","2.125","","","","",""
"ALC188","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","2.697","4.085","0.505","1.683","2.161","0.958","0.404","0.381","0.077","0.115","0.068"
"ANA115","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.656","0.891","2.866","0.339","3.199","0.976","0.32","0.195","0.065","0.08","0.238"
"DEN417","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","","","","","","","","","","",""
"SEK430","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.227","0.45","0.913","0.492","1.397","0.372","0.054","0.083","0.015","0.043","0.051"
"ANA115","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","1.811","1.749","1.107","1.094","2.183","0.778","0.333","0.098","0.083","0.053","0.056"
"BFT142","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","1.739","7.475","0.918","1.448","2.343","1.523","","","","",""
"JOT403","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.785","1.643","1.417","3.38","4.743","0.521","","","","",""
"ONL102","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","","","","","","","","","","",""
"GRS420","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","4.458","4.693","0.249","2.054","2.27","1.329","0.236","0.115","0.046","0.06","0.019"
"ARE128","1996.0","SP","02/27/1996 09:00:00","06/04/1996 08:00:00","9.879","4.095","2.419","3.044","5.414","1.883","","","","",""
"PAR107","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","20.627","4.281","0.9","1.773","2.645","1.081","","","","",""
"PNF126","1997.0","FA","09/02/1997 09:00:00","12/02/1997 08:00:00","3.488","4.498","0.139","1.632","1.745","1.137","","","","",""
"CND125","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","9.492","2.787","1.275","2.039","3.282","1.216","0.097","0.139","0.026","0.072","0.059"
"CTH110","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"LAV410","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.236","0.422","0.174","0.5","0.666","0.185","0.051","0.041","0.012","0.026",""
"BAS601","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.899","0.455","0.766","0.136","0.9","0.341","0.084","0.028","0.011","0.025","0.026"
"GRB411","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.228","0.648","0.202","0.461","0.656","0.244","0.238","0.065","0.022","0.024",""
"UVL124","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","1.965","2.697","0.369","1.656","1.998","0.904","0.338","0.036","0.067","0.08","0.034"
"EGB181","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","3.046","2.029","2.207","0.746","2.942","0.978","0.756","0.037","0.056","0.052","0.072"
"BEL116","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","8.602","4.026","0.742","1.936","2.647","1.33","0.253","0.161","0.053","0.076","0.041"
"BWR139","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.448","1.898","0.469","0.988","1.441","0.622","0.112","0.301","0.052","0.074","0.116"
"NPT006","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.122","0.289","0.15","0.234","0.38","0.124","0.037","0.041","0.01","0.042","0.027"
"JOT403","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.501","0.948","0.684","1.516","2.176","0.306","0.277","0.265","0.062","0.069","0.088"
"PSU106","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","6.452","2.949","1.173","1.085","2.241","1.221","0.254","0.089","0.038","0.061","0.058"
"KEF112","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","9.036","4.15","0.266","1.431","1.674","1.163","0.126","0.06","0.025","0.047","0.037"
"ARE128","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","8.404","9.535","0.708","3.651","4.301","3.125","","","","",""
"YEL408","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.62","0.474","0.134","0.291","0.421","0.22","0.159","0.029","0.022","0.069","0.013"
"SAL133","1989.0","SU","05/30/1989 09:00:00","08/29/1989 08:00:00","6.153","11.161","1.713","3.278","4.938","4.172","0.573","0.088","0.171","0.288",""
"CAN407","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.169","0.338","0.168","0.472","0.633","0.126","0.363","0.046","0.04","0.067","0.033"
"PND165","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","0.44","0.654","0.154","0.503","0.648","0.252","","","","",""
"GRB411","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.164","0.281","0.155","0.169","0.322","0.091","0.095","0.049","0.013","0.012","0.03"
"BEL116","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","11.574","2.853","1.434","1.353","2.766","1.236","0.189","0.249","0.039","0.075","0.103"
"PIN414","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","0.79","1.683","0.996","1.571","2.542","0.404","","","","",""
"BWR139","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","13.424","2.761","2.06","2.328","4.351","1.325","0.126","0.257","0.037","0.057","0.093"
"PED108","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","2.593","8.096","0.109","1.964","2.042","1.985","","","","",""
"WFM105","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","7.084","2.187","0.345","1.787","2.103","0.675","","","","",""
"PAR107","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","8.101","5.101","0.473","1.22","1.674","1.292","","","","",""
"SAN189","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.672","1.523","1.497","0.734","2.22","0.771","0.493","0.052","0.067","0.063","0.028"
"WST109","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.83","1.344","0.12","0.424","0.538","0.47","0.05","0.046","0.013","0.035","0.037"
"WNC429","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.284","0.782","0.307","0.941","1.232","0.324","0.641","0.052","0.073","0.098","0.023"
"WST109","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.376","1.917","0.08","0.329","0.403","0.636","0.041","0.024","0.012","0.069","0.033"
"SEK430","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.153","0.433","1.065","0.67","1.724","0.433","0.042","0.044","0.011","0.047","0.044"
"PIN414","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.331","1.142","1.117","1.494","2.587","0.348","0.14","0.475","0.076","0.07",""
"CND125","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","1.216","1.702","1.003","0.788","1.779","0.785","0.083","0.192","0.034","0.072","0.108"
"CTH110","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","1.173","1.441","0.508","0.602","1.1","0.589","0.132","0.077","0.026","0.044","0.038"
"DCP114","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.549","0.94","0.815","0.7","1.504","0.453","0.339","0.05","0.069","0.079","0.037"
"LRL117","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","6.455","8.215","0.055","1.188","1.225","2.038","0.107","0.021","0.018","0.061","0.031"
"SHN418","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","5.811","9.649","0.152","2.586","2.697","2.051","","","","",""
"ASH135","1989.0","FA","08/29/1989 09:00:00","11/28/1989 08:00:00","1.92","3.143","0.2","0.626","0.816","0.789","","","","",""
"PRK134","1996.0","SP","02/27/1996 09:00:00","06/04/1996 08:00:00","1.56","2.11","1.68","1.04","2.704","1.144","","","","",""
"YEL408","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","1.419","0.298","0.126","0.106","0.231","0.135","0.021","0.011","0.005","0.03","0.024"
"KEF112","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.626","1.001","0.585","0.655","1.23","0.433","0.159","0.064","0.033","0.047","0.04"
"CAN407","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","0.663","0.906","0.188","0.988","1.16","0.315","","","","",""
"GAS153","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","3.649","8.169","0.19","2.667","2.454","2.238","","","","",""
"SPD111","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.315","0.731","0.501","0.569","1.061","0.345","0.125","0.05","0.021","0.045","0.04"
"EVE419","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.321","1.248","0.927","0.233","1.156","0.156","0.326","1.021","0.143","0.09","1.357"
"MAC426","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","11.088","2.599","1.921","2.038","3.927","1.275","0.171","0.102","0.027","0.05","0.041"
"MCK131","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","4.667","7.801","0.465","2.796","3.217","2.619","0.294","0.076","0.045","0.088",""
"BAS601","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.553","0.707","0.256","0.425","0.674","0.261","0.144","0.037","0.026","0.029","0.016"
"BVL130","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","1.997","1.81","2.255","0.809","3.051","1.024","0.731","0.046","0.124","0.088","0.059"
"CDR119","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.713","1.061","0.807","0.574","1.373","0.489","0.147","0.112","0.02","0.058","0.077"
"PAR107","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.343","2.06","0.468","0.781","1.237","0.663","0.506","0.083","0.046","0.078","0.043"
"WSP144","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","4.076","5.999","0.22","2.368","2.55","1.852","0.195","0.178","0.058","0.1","0.065"
"PND165","1989.0","FA","08/29/1989 09:00:00","11/28/1989 08:00:00","0.491","0.579","0.161","0.311","0.467","0.238","","","","",""
"CNT169","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","0.321","0.532","0.195","0.329","0.519","0.186","0.106","0.032","0.015","0.017",""
"ROM406","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.369","0.84","0.158","0.805","0.95","0.336","0.122","0.027","0.018","0.046","0.012"
"MEV405","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","0.9","0.931","0.136","0.99","1.11","0.32","","","","",""
"WST109","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","1.135","1.923","0.133","0.849","0.968","0.57","","","","",""
"COW137","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.469","2.168","0.271","0.601","0.862","0.712","0.13","0.171","0.038","0.074","0.073"
"BWR139","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","5.208","3.961","1.093","1.63","2.697","1.419","0.146","0.413","0.07","0.075","0.217"
"PET427","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.532","0.824","0.439","0.517","0.948","0.279","0.459","0.115","0.051","0.052","0.039"
"UND002","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.268","0.988","0.098","0.408","0.5","0.363","0.103","0.028","0.019","0.044","0.016"
"SEK402","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.817","1.466","1.982","0.936","2.904","0.789","","","","",""
"HWF187","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.725","1.448","0.211","0.448","0.653","0.512","0.105","0.048","0.021","0.044","0.036"
"PNF126","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","1.699","1.558","0.468","0.808","1.263","0.571","0.099","0.108","0.022","0.053","0.044"
"ANA115","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.902","1.161","2.903","0.479","3.375","1.119","0.228","0.147","0.052","0.047","0.163"
"PET427","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.523","0.86","0.238","0.875","1.1","0.296","0.184","0.114","0.029","0.044","0.063"
"PND165","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.278","0.425","0.121","0.241","0.358","0.161","0.096","0.025","0.013","0.027","0.014"
"CTH110","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","10.409","2.539","1.026","2.446","3.433","1.079","","","","",""
"CDZ171","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","4.687","2.52","2.695","1.218","3.893","1.515","0.242","0.086","0.026","0.064","0.045"
"CHE185","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","1.865","2.98","1.381","1.358","2.717","1.261","0.5","0.051","0.036","0.079",""
"SHE604","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.306","0.568","0.142","0.574","0.706","0.254","0.195","0.025","0.034","0.064","0.014"
"VOY413","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.257","0.612","0.242","0.381","0.617","0.246","0.148","0.038","0.036","0.041","0.02"
"SND152","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","","","","","","","","","","",""
"CKT136","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.597","1.07","0.352","0.798","1.138","0.401","0.24","0.078","0.042","0.062","0.034"
"WST109","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.703","1.355","0.194","0.36","0.548","0.479","0.079","0.068","0.019","0.046","0.037"
"JOT403","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.58","0.668","0.567","1.046","1.596","0.224","0.219","0.176","0.039","0.034","0.062"
"ESP127","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","5.401","2.487","0.882","1.886","2.738","0.924","0.187","0.102","0.027","0.055","0.041"
"CND125","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","2.359","6.738","0.125","1.694","1.792","2.228","0.126","0.16","0.045","0.096","0.032"
"ANA115","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.796","1.879","1.386","1.1","2.469","0.941","0.352","0.102","0.083","0.056","0.074"
"KNZ184","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.755","1.75","1.937","0.997","2.919","0.692","1.778","0.114","0.066","0.131","0.047"
"PED108","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","","","","","","","","","","",""
"PND165","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","0.347","0.368","0.096","0.236","0.329","0.144","","","","",""
"OXF122","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","1.129","1.421","3.051","0.538","3.581","1.214","0.224","0.15","0.043","0.054","0.12"
"VPI120","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","10.182","5.743","0.672","3.493","4.11","1.718","0.327","0.098","0.062","0.203",""
"BAS601","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.299","0.621","0.268","0.382","0.644","0.236","0.165","0.047","0.026","0.034","0.015"
"YOS404","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","0.123","0.151","0.097","0.196","0.29","0.065","","","","",""
"IRL141","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.855","1.475","1.094","0.282","1.371","0.321","0.256","1.375","0.188","0.125","1.98"
"CDR119","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","2.546","8.487","0.083","1.378","1.439","2.149","","","","",""
"LAV410","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.226","0.497","0.148","0.472","0.613","0.205","0.042","0.075","0.016","0.025","0.014"
"UVL124","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","4.004","5.866","1.117","2.649","3.725","1.972","","","","",""
"ANA115","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.79","1.204","3.33","0.34","3.665","1.151","0.312","0.171","0.076","0.049","0.192"
"BEL116","1993.0","SP","03/02/1993 09:00:00","06/01/1993 08:00:00","10.134","5.431","0.884","2.851","3.689","1.933","","","","",""
"SND152","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","10.062","2.968","2.349","1.001","3.334","1.644","","","","",""
"EVE419","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.527","2.843","1.389","0.563","1.943","0.386","0.399","1.636","0.222","0.134","1.579"
"CVL151","1994.0","FA","08/30/1994 09:00:00","11/29/1994 08:00:00","3.49","4.727","0.41","1.541","1.926","1.461","","","","",""
"GTH161","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.095","0.246","0.091","0.135","0.224","0.098","0.072","0.027","0.013","0.017","0.015"
"GRB411","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","0.246","0.571","0.151","0.401","0.545","0.205","","","","",""
"BBE401","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","1.013","1.282","0.379","0.636","1.004","0.416","0.474","0.063","0.034","0.053","0.018"
"MAC426","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.783","1.33","0.581","0.95","1.516","0.499","0.207","0.141","0.039","0.072","0.054"
"SHE604","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.153","0.458","0.22","0.284","0.5","0.188","0.122","0.029","0.02","0.018","0.017"
"MEV405","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.179","0.21","0.156","0.36","0.511","0.07","0.224","0.052","0.026","0.018","0.047"
"SAL133","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","4.2","8.728","0.608","4.683","5.216","3.086","","","","",""
"UIN162","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","0.4","0.788","0.171","0.546","0.708","0.295","","","","",""
"THR422","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.643","0.68","0.43","0.358","0.782","0.204","0.415","0.049","0.055","0.043","0.016"
"PIN414","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","0.359","1.23","0.958","1.22","2.158","0.266","0.177","0.47","0.088","0.087","0.168"
"CHA267","1992.0","WI","12/03/1991 09:00:00","03/03/1992 08:00:00","","0.82","0.099","0.334","","0.268","","","","",""
"GTH161","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.164","0.227","0.088","0.183","0.269","0.08","0.043","0.013","0.007","0.01","0.014"
"GLR468","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.131","0.316","0.229","0.213","0.438","0.171","0.109","0.026","0.022","0.053","0.022"
"JOT403","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.344","0.48","1.044","1.627","2.645","0.28","0.193","0.135","0.034","0.035","0.033"
"CNT169","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","0.152","0.161","0.03","0.134","0.162","0.065","0.009","0.004","0.002","0.005","0.013"
"VOY413","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.198","0.513","0.348","0.238","0.583","0.258","0.069","0.034","0.021","0.026","0.024"
"VIN140","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","1.002","1.308","1.39","0.568","1.948","0.635","0.951","0.087","0.074","0.08","0.058"
"BWR139","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","11.149","3.251","2.238","2.073","4.279","1.535","","","","",""
"CNT169","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","0.347","0.425","0.034","0.229","0.259","0.103","","","","",""
"BWR139","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","13.344","3.262","2.425","1.978","4.371","1.634","0.124","0.26","0.036","0.05",""
"BEL116","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","26.854","3.995","1.761","1.616","3.351","1.595","","","","",""
"CHE185","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","1.287","1.504","2.125","0.646","2.761","1.029","0.475","0.09","0.032","0.066","0.073"
"CNT169","1989.0","FA","08/29/1989 09:00:00","11/28/1989 08:00:00","0.588","0.585","0.134","0.343","0.472","0.233","","","","",""
"CDR119","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.567","1.226","0.166","0.33","0.491","0.411","0.179","0.05","0.024","0.055","0.04"
"CKT136","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","3.046","2.758","0.362","1.384","1.724","0.9","0.23","0.111","0.041","0.076","0.035"
"VIN140","1993.0","SP","03/02/1993 09:00:00","06/01/1993 08:00:00","16.152","5.733","2.16","2.724","4.841","2.337","","","","",""
"MCK231","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.614","0.977","1.188","0.875","2.049","0.602","0.128","0.074","0.021","0.045","0.059"
"WEL149","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","","","","","","","","","","",""
"WFM105","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.255","0.545","0.604","0.404","1.002","0.304","0.054","0.073","0.01","0.019","0.041"
"PIN414","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.535","1.414","0.849","1.213","2.042","0.24","0.217","0.755","0.125","0.185","0.37"
"DEN417","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.271","0.208","0.047","0.036","0.082","0.071","0.018","0.043","0.008","0.011","0.058"
"CAT175","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","4.315","2.401","0.481","1.955","2.405","0.848","0.139","0.066","0.027","0.036","0.032"
"PSU106","1993.0","SP","03/02/1993 09:00:00","06/01/1993 08:00:00","11.415","5.044","1.384","2.917","4.254","1.881","","","","",""
"CAT175","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","2.601","4.917","0.133","1.94","2.042","1.324","0.109","0.045","0.022","0.064",""
"DEV412","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.228","0.386","0.242","1.02","1.246","0.142","","","","",""
